Alloy,No,Component,Fraction,a,delta,Tm,D_Tm,Hmix,σHmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,Phase,Phase_inshort
Ag3Ga,2 ,Ag Ga,3 1,1.43175,0.016029106,1001.925,403.5764984,-3.75,0.541265877,0.562335145,1.9,0.051961524,9,3.464101615,89000000000,19.05255888,IM,IM
Cu50Zr45Al5,3 ,Cu Zr Al,50 45 5,1.4320,0.1105,1683.1585,412.42,-24.7600,4.8103,0.8557,1.6290,0.2774,7.4500,3.5563,"105,675,000,000",34.3425,AM,AM
ZrHfTiCuFe,5 ,Zr Hf Ti Cu Fe,1 1 1 1 1,1.4324,0.1043,1948.754,377.08,-15.8400,8.4752,1.6094,1.5800,0.2480,6.2000,2.8566,"120,166,666,667",33.2181,AM,AM
ZrHfTiAlCuNi,6,Zr Hf Ti Al Cu Ni,1 1 1 1 1 1,1.433166667,0.094373785,1765.706667,511.6102712,-34.11111111,14.58337742,1.791759469,1.598333333,0.242447016,6,3.214550254,1.14472E+11,37.34975044,IM+SS,IM+SS
TiZrHfCuNi,5 ,Ti Zr Hf Cu Ni,1 1 1 1 1,1.4334,0.103363704,1932.154,384.5332169,-27.36,13.31702069,1.609437912,1.596,0.265525893,6.6,3.2,1.22167E+11,36.31498007,AM,AM
Al85.8Ni9.1Y5.1,3 ,Al Ni Y,85.8 9.1 5.1,1.433944,0.070176939,1049.91426,286.5192425,-14.097564,5.58586201,0.501293639,1.61741,0.126064237,3.637,2.013263768,83679000000,31.42871233,AM,AM
Al85.8Co9.1Y5.1,3 ,Al Co Y,85.8 9.1 5.1,1.434399,0.069566942,1053.55426,295.2322661,-12.993552,5.52776373,0.501293639,1.61468,0.119871171,3.546,1.725654658,83679000000,31.42871233,AM,AM
ZrHfTiCuCo,5 ,Zr Hf Ti Cu Co,1 1 1 1 1,1.4344,0.102415552,1940.154,380.598648,-23.52,11.38775483,1.609437912,1.59,0.258611678,6.4,3.006659276,1.22167E+11,36.31498007,AM,AM
MoNbTiVZr,5 ,Mo Nb Ti V Zr,1 1 1 1 1,1.4346,0.0685,2379.6,373.68,-2.7200,2.1024,1.6094,1.6520,0.2748,4.8000,0.7483,"148,166,666,667",54.3149,BCC,SS
AlCrTaTiZr,5 ,Al Cr Ta Ti Zr,1 1 1 1 1,1.4352,0.0786,2094.494,749.56,-20.0000,10.0975,1.6094,1.5280,0.1134,4.4000,1.0198,"123,366,666,667",49.7929,AM,AM
Cu50Zr47Al3,3 ,Cu Zr Al,50 47 3,1.43537,0.111447554,1707.0491,402.7834702,-24.1616,3.730041616,0.806630942,1.6234,0.280568067,7.47,3.533992077,1.05572E+11,34.43926421,AM,AM
Al2CuMg,3 ,Al Cu Mg,2 1 1,1.43575,0.079581612,1036.9275,185.2878124,-2.25,0.488140605,1.039720771,1.6075,0.208611481,4.75,3.631459762,84250000000,34.58594368,IM,IM
CrNbTiZr ,4,Cr Nb Ti Zr,1 1 1 1,1.4358,0.0878,2249.75,302.19,-5.0000,3.6401,1.3863,1.5325,0.1244,4.7500,0.8292,"127,708,333,333",39.9365,BCC+Laves,IM+SS
BiCuMg,3 ,Bi Cu Mg,1 1 1,1.4363,0.0919,941.8233333,332.20,0.8889,6.0811,1.0986,1.7433,0.3103,6.0000,3.7417,"72,000,000,000",48.4218,IM,IM
Al85.5Fe9Ce5.5,3 ,Al Fe Ce,85.5 9 5.5,1.436425,0.075490316,1020.01185,250.711202,-10.4742,6.045608545,0.510177328,1.60285,0.132326783,3.45,1.430908802,81490000000,30.42170114,AM,AM
CaZn13,2 ,Ca Zn,1 13,1.4365,0.104163159,722.8457143,108.7640296,-5.836734694,4.162677274,0.257318641,1.603571429,0.167400595,11.28571429,2.575393768,66214285714,13.64958697,IM,IM
AlCuMg,3 ,Al Cu Mg,1 1 1,1.437,0.091796511,1071.413333,202.5298507,-2.666666667,0.608580619,1.098612289,1.606666667,0.240878024,5.333333333,4.027681991,87000000000,39.55586766,IM,IM
HfW2,2 ,Hf W,1 2,1.4373,0.0692,3298.666667,560.50,-5.3333,0.3143,0.6365,2.0067,0.4997,5.3333,0.9428,"243,333,333,333",94.2809,IM,IM
Au2Bi,2 ,Au Bi,2 1,1.438,0.003933835,1073.12,373.6493653,1.777777778,0.10475656,0.636514168,2.366666667,0.245130351,9,2.828427125,1.57E+11,89.09545443,IM,IM
Al18Cr2Mg3,3 ,Al Cr Mg,18 2 3,1.438130435,0.056489644,1040.498261,351.6752965,-2.449905482,3.440187489,0.669893222,1.575217391,0.103666252,3.130434783,0.946588742,79260869565,26.98665917,IM,IM
MgCu,2 ,Mg Cu,50 50,1.4395,0.112191733,1140.385,217.385,-3,0,0.693147181,1.605,0.295,6.5,4.5,92500000000,47.5,AM,AM
Al3Ti,2 ,Al Ti,3 1,1.4395,0.0090,1185.3525,436.27,-22.5000,3.2476,0.5623,1.5925,0.0303,3.2500,0.4330,"84,500,000,000",14.7224,IM,IM
Cu43Zr43Al7Ag7,4 ,Cu Zr Al Ag,43 43 7 7,1.44022,0.104648958,1650.6691,427.7474218,-24.6744,7.266321097,1.098110666,1.6367,0.276279044,7.43,3.57842144,1.02978E+11,32.94310461,AM,AM
Al86Y4.5Ni8La1.5,4 ,Al Y Ni La,86 4.5 8 1.5,1.4405,0.0756,1039.8742,271.85,-14.4736,5.8112,0.5343,1.6088,0.1340,3.5600,1.8991,"82,025,000,000",30.3095,AM,AM
CuZr,2 ,Cu Zr ,50 50,1.4405,0.112808053,1742.885,385.115,-23,0,0.693147181,1.615,0.285,7.5,3.5,1.05417E+11,34.58333333,AM,AM
Ag2Al,2 ,Ag Al,2 1,1.440666667,0.004253766,1134.443333,142.1096068,-3.555555556,0.20951312,0.636514168,1.823333333,0.150849447,8.333333333,3.771236166,92000000000,11.3137085,IM,IM
TiZrNbMoV0.75,5 ,Ti Zr Nb Mo V,1 1 1 1 0.75,1.4408,0.0673,2389.947368,380.59,-2.7036,2.1785,1.6036,1.6532,0.2819,4.7895,0.7663,"147,543,859,649",55.6563,BCC,SS
AlTi,2 ,Al Ti,1 1,1.447,0.010366275,1437.235,503.765,-30,0,0.693147181,1.575,0.035,3.5,0.5,93000000000,17,IM,IM
TiZrNbMoV0.5,5 ,Ti Zr Nb Mo V,1 1 1 1 0.5,1.447777778,0.065542048,2401.444444,387.7903532,-2.666666667,2.259562821,1.58109375,1.654444444,0.289524941,4.777777778,0.785674201,1.46852E+11,57.10178504,BCC,SS
Cu46Zr42Al7Y5,4 ,Cu Zr Al Y,46 42 7 5,1.45148,0.118644069,1673.6271,414.412124,-24.8776,7.394921373,1.057488298,1.6063,0.28143438,7.1,3.612478374,1.0152E+11,36.12964526,AM,AM
NbTiVZr,4 ,Nb Ti V Zr,1 1 1 1,1.4525,0.070483977,2250.5,302.0153142,-0.25,1.598338982,1.386294361,1.525,0.117153745,4.5,0.5,1.27708E+11,39.93647299,BCC,SS
Zr57Ti5Cu20Ni8Be10,5 ,Zr Ti Cu Ni Be,57 5 20 8 10,1.45489,0.124749139,1875.804,319.1533772,-30.6216,10.28772813,1.22439878,1.5249,0.248738799,5.68,3.202748819,1.01275E+11,37.55356452,AM,AM
TiZrNbMoV0.25,5 ,Ti Zr Nb Mo V,1 1 1 1 0.25,1.455529412,0.063163351,2414.294118,395.291369,-2.602076125,2.347013854,1.52846571,1.655882353,0.297856239,4.764705882,0.8065476,1.46078E+11,58.66555585,BCC,SS
AlNb1.5Ta0.5Ti1.5Zr0.5,5 ,Al Nb Ta Ti Zr,1 1.5 0.5 1.5 0.5,1.457,0.034809102,2135.794,739.5268337,-15.12,9.638789966,1.504788284,1.547,0.081123363,4.2,0.748331477,1.26283E+11,44.82695432,BCC,SS
AgTi3,2 ,Ag Ti,1 3,1.45775,0.005049711,1764.4825,305.7372784,-1.5,0.216506351,0.562335145,1.6375,0.168874954,5.75,3.031088913,1.075E+11,4.330127019,IM,IM
Ni3Sn4,2 ,Ni Sn,3 4,1.459714286,0.126793306,1029.188571,605.1884496,-3.918367347,0.040397686,0.682908105,1.938571429,0.024743583,6.571428571,2.969229956,1.10286E+11,60.37434244,IM,IM
Au9Sn,2 ,Au Sn,9 1,1.4598,0.036580353,1254.105,249.675,-3.6,1.92,0.325082973,2.482,0.174,10.3,2.1,2.038E+11,48.6,IM,IM
MgZn2,2 ,Mg Zn,1 2,1.463666667,0.066346617,769.4533333,108.5738892,-3.555555556,0.20951312,0.636514168,1.536666667,0.160277537,8.666666667,4.714045208,61666666667,11.78511302,IM,IM
Al3In,2 ,Al In,3 1,1.464,0.037859034,807.54,218.1171582,5.25,0.757772228,0.562335145,1.6525,0.073612159,3,0,65332500000,18.47665199,IM,IM
CrHfNbTiZr ,5,Cr Hf Nb Ti Zr,1 1 1 1 1,1.4642,0.086265386,2301,289.0660824,-4,3.57211422,1.609437912,1.486,0.144996552,4.6,0.8,1.24167E+11,36.41580853,BCC+Laves+Laves ,IM+SS
TiZrNbMo,4 ,Ti Zr Nb Mo,1 1 1 1,1.46425,0.059880115,2428.75,403.0740472,-2.5,2.443102536,1.386294361,1.6575,0.306950729,4.75,0.829156198,1.45208E+11,60.36456086,BCC,SS
AlMo0.5NbTa0.5TiZr ,6,Al Mo Nb Ta Ti Zr,1 0.5 1 0.5 1 1 ,1.4645,0.050410248,2169.094,749.7126565,-16.84,10.56443543,1.748067349,1.582,0.217614338,4.3,0.9,1.28367E+11,56.30871257,BCC+B2 ,IM+SS
Ca7Mg6Si14,3 ,Ca Mg Si,7 6 14,1.465925926,0.238544475,1368.925926,336.6965802,-40.79012346,10.43796088,1.024772774,1.535555556,0.39311042,3.037037037,0.999313894,66259259259,36.32935003,IM,IM
Al7Cu3Mg6,3 ,Al Cu Mg,7 3 6,1.4665,0.0806,1009.1,167.56,-2.4844,0.4878,1.0434,1.5519,0.2148,4.1250,3.3331,"76,375,000,000",33.5892,IM,IM
Al0.5NbTa0.8Ti1.5V0.2Zr,6 ,Al Nb Ta Ti V Zr,0.5 1 0.8 1.5 0.2 1,1.4696,0.0493,2264.967,654.18,-8.6176,8.5272,1.6572,1.5142,0.0997,4.3000,0.6403,"127,166,666,667",47.3678,BCC+BCC,SS
Ag5Sn,2 ,Ag Sn,5 1,1.474166667,0.044241028,1113.288333,271.9990356,-1.666666667,0.496903995,0.450561209,1.935,0.01118034,9.833333333,2.608745974,93000000000,15.65247584,IM,IM
Al3Zr,2 ,Al Zr,3 1,1.47475,0.050208627,1232.1025,517.2466628,-33,4.763139721,0.562335145,1.54,0.121243557,3.25,0.433012702,74708333333,2.237232293,IM,IM
Cu2In3Sn1,3 ,Cu In Sn,2 3 1,1.476,0.095938404,751.645,429.4218019,8.222222222,2.498696505,1.011404265,1.85,0.072801099,5.833333333,3.670452591,72998333333,48.17351742,IM,IM
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6 ,Al Nb Ta Ti V Zr,0.3 1 0.8 1.4 0.2 1.3,1.4793,0.053047552,2316.4882,594.4867313,-4.864,7.240567591,1.61932983,1.4988,0.106595309,4.34,0.58685603,1.26177E+11,48.19255832,BCC,SS
Al6CuMg4,3 ,Al Cu Mg,6 1 4,1.479454545,0.06856518,968.2354545,123.2786823,-2.181818182,0.312960268,0.916464886,1.527272727,0.183109054,3.363636364,2.459590774,70545454545,26.30714952,IM,IM
Ag4Sn,2 ,Ag Sn,4 1,1.48,0.047297297,1088.96,291.94,-1.92,0.432,0.500402424,1.936,0.012,9.6,2.8,91600000000,16.8,IM,IM
Zr57Nb5Cu15.4Ni12.6Al10,5 ,Zr Nb Cu Ni Al,57 5 15.4 12.6 10,1.482168,0.100440875,1870.63158,455.3208137,-33.612016,11.42411164,1.249562163,1.53236,0.2509112,5.784,3.008212758,1.00715E+11,42.89271043,AM,AM
Mg2Ni,2 ,Mg Ni,2 1,1.482666667,0.112870012,1191.333333,379.4806392,-3.555555556,0.20951312,0.636514168,1.51,0.282842712,4.666666667,3.771236166,90000000000,63.63961031,IM,IM
Al8Li5Mg2,3 ,Al Li Mg,8 5 2,1.483533333,0.0408656,772.1473333,225.2093015,-3.413333333,0.849145278,0.970115784,1.36,0.286006993,2.2,0.909212113,50200000000,29.50977239,IM,IM
Al0.3NbTaTi1.4Zr1.3,5 ,Al Nb Ta Ti Zr,0.3 1 1 1.4 1.3,1.48386,0.048446225,2360.7682,623.4179981,-4.4096,7.272507347,1.519249346,1.4936,0.103184495,4.34,0.58685603,1.27777E+11,49.92191247,BCC+BCC,SS
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3,5 ,Zr Nb Cu Ni Al,58.5 2.8 15.6 12.8 10.3,1.484119,0.101110103,1851.02353,440.5852339,-34.905488,10.75480229,1.200846125,1.52956,0.253052972,5.785,3.032618506,98905500000,41.97363839,AM,AM
HfMoNbTiZr,5 ,Hf Mo Nb Ti Zr,1 1 1 1 1,1.487,0.060972711,2444.2,361.8421755,-1.6,2.311709324,1.609437912,1.586,0.309554519,4.6,0.8,1.38167E+11,55.79824768,BCC,SS
Mg32Al24.5Zn24.5,3 ,Mg Al Zn,32 24.5 24.5,1.487574074,0.062373018,856.5021605,107.9646516,-2.501905197,1.191731419,1.090269752,1.503580247,0.157207959,5.327160494,4.413545713,61938271605,13.88564022,IM,IM
AuNi2Sn4,3 ,Au Ni Sn,1 2 4,1.4877,0.1104,973.3785714,554.02,-4.7347,2.8234,0.9557,2.0286,0.2099,6.7143,3.1493,"116,000,000,000",68.1008,IM,IM
Al0.4Hf0.6NbTaTiZr,6 ,Al Hf Nb Ta Ti Zr,0.4 0.6 1 1 1 1,1.48872,0.049230841,2397.1976,642.8454603,-6.3296,8.313593039,1.744040246,1.4788,0.115838508,4.32,0.61449166,1.29447E+11,48.59128225,BCC,SS
Ag3Sn,2 ,Ag Sn,3 1,1.48875,0.050899898,1052.4675,316.0343205,-2.25,0.324759526,0.562335145,1.9375,0.012990381,9.25,3.031088913,89500000000,18.18653348,IM,IM
Au3In2,2 ,Au In,3 2,1.4892,0.038818129,974.298,444.6215802,-10.56,0.215555097,0.673011667,2.236,0.372322441,7.8,3.919183588,1.45332E+11,91.44925006,IM,IM
Al4Li9,2 ,Al Li,4 9,1.492230769,0.026908604,601.3146154,221.4369231,-3.408284024,0.273099681,0.61724177,1.173846154,0.290769231,1.615384615,0.923076923,31000000000,30,IM,IM
CuMg2,2 ,Cu Mg,1 2,1.493333333,0.101962272,1067.923333,204.9525435,-2.666666667,0.15713484,0.636514168,1.506666667,0.278128667,5,4.242640687,76666666667,44.78342948,IM,IM
Zr66Al8Ni26,3 ,Zr Al Ni,66 8 26,1.4965,0.103809205,1928.4376,340.480546,-44.7568,3.727142597,0.826537633,1.5032,0.252463383,5.48,2.692508124,99630000000,47.65922191,AM,AM
Zr65Al7.5Cu17.5Ni10,4 ,Zr Al Cu Ni,65 7.5 17.5 10,1.4976,0.099743591,1863.62,396.1569814,-32.2175,8.442054702,1.009557071,1.50875,0.25382265,5.75,3.031088913,94241666667,38.50964796,AM,AM
Zr66Al8Cu7Ni19,4 ,Zr Al Cu Ni,66 8 7 19,1.49874,0.101361866,1902.5215,367.7490957,-39.2688,7.932141274,0.977985616,1.5025,0.251345877,5.55,2.819131072,96830000000,43.88039919,AM,AM
Al3Yb,2 ,Al Yb,3 1,1.499,0.077416547,973.1025,68.64550363,-15,2.165063509,0.562335145,1.4825,0.220836478,3,0,64750000000,19.48557159,IM,IM
Al3Mg2,2 ,Al Mg,3 2,1.4996,0.055209892,929.282,5.129231521,-1.92,0.039191836,0.673011667,1.49,0.146969385,2.6,0.489897949,63600000000,15.18683641,IM,IM
Zr66Al8Cu12Ni14,4 ,Zr Al Cu Ni,66 8 12 14,1.50034,0.099572308,1884.01,384.9825242,-35.4448,8.52418585,1.005985909,1.502,0.250543409,5.6,2.905167809,94830000000,40.85106404,AM,AM
HfNbTaTiZr,5 ,Hf Nb Ta Ti Zr,1 1 1 1 1,1.5004,0.0499,2523,476.41,2.7200,1.2084,1.6094,1.4540,0.1183,4.4000,0.4899,"132,166,666,667",46.4268,BCC,SS
Cd10Cu3,2 ,Cd Cu,10 3,1.501076923,0.081397736,770.4238462,321.7027375,4.26035503,0.732955994,0.540204142,1.738461538,0.088478259,11.76923077,0.421325044,64615384615,41.28985434,IM,IM
Zr66Al9Cu16Ni9,4 ,Zr Al Cu Ni,66 9 16 9,1.50348,0.096609903,1861.2555,408.1534332,-32.352,8.234657887,1.000883437,1.4986,0.246759073,5.57,2.950440645,92190000000,37.20621229,AM,AM
Nd60Al10Ni10Cu10Fe10,5 ,Nd Al Ni Cu Fe,60 10 10 10 10,1.5037,0.115754332,1359.424,233.8568998,-22.12,8.934826243,1.227529411,1.409,0.338214429,5,3.130495168,75800000000,59.46730194,AM,AM
Nd60Al10Ni10Cu16Fe4,5 ,Nd Al Ni Cu Fe,60 10 10 16 4,1.50592,0.113487044,1332.2302,204.241176,-25.2352,8.010368346,1.18898046,1.4132,0.343804828,5.18,3.374551822,74000000000,56.9912274,AM,AM
Nd60Al10Ni10Cu18Fe2,5 ,Nd Al Ni Cu Fe,60 10 10 18 2,1.50666,0.112719829,1323.1656,192.5121456,-26.3568,7.452936398,1.15391657,1.4146,0.345636861,5.24,3.45E+00,73400000000,56.1287805,AM,AM
Ni60Al10Ni10Cu20,4 ,Nd Al Ni Cu,60 10 10 20,1.5074,0.111946698,1314.101,179.5635277,-27.52,6.697493262,1.088899975,1.416,0.347453594,5.3,3.522782991,72800000000,55.24635735,AM,AM
Ni61Al11Ni8Co5Cu15,5 ,Nd Al Ni Co Cu,61 11 8 5 15,1.51185,0.110637097,1322.3272,201.0170355,-22.5536,9.915696617,1.1807339,1.4043,0.340435765,5.06,3.33E+00,72280000000,56.45884873,AM,AM
Al11Sm3,2 ,Al Sm,11 3,1.513,0.102513676,1021.687143,168.9229679,-25.59183673,5.0913908,0.519579839,1.515714286,0.180543397,3,0.00E+00,67857142857,15.59238433,IM,IM
Nd60Al15Ni10Cu10Fe5,5 ,Nd Al Ni Cu Fe,60 15 10 10 5,1.51325,0.108609644,1315.5475,227.2436989,-27.37,8.398888483,1.201367004,1.398,0.327759058,4.75,3.08E+00,71100000000,55.41290463,AM,AM
Pr60Al10Ni10Cu20,4 ,Pr Al Ni Cu,60 10 10 20,1.5134,0.114621559,1260.191,190.6511885,-27.52,6.697493262,1.088899975,1.41,0.352221521,5.3,3.522782991,71000000000,56.5791481,AM,AM
Al11Ce3,2 ,Al Ce,11 3,1.516214286,0.106355732,962.9407143,56.43212148,-25.59183673,5.0913908,0.519579839,1.505,0.201059693,3,0,64428571429,22.15759878,IM,IM
CuEr,2 ,Cu Er,1 1,1.517,0.157547792,1563.885,206.115,-23,0,0.693147181,1.57,0.33,7,4,92000000000,48,IM,IM
Al20Li20Mg10Sc20Ti30,5 ,Al Li Mg Sc Ti,20 20 10 20 30,1.5171,0.051625095,1314.832,600.177793,-0.4,14.11674183,1.557113098,1.383,0.225435135,2.8,1.077032961,66300000000,35.58103427,HCP,SS
HfNbTiZr,4 ,Hf Nb Ti Zr,1 1 1 1,1.518,0.048723866,2331.25,316.0279853,2.5,1.211919964,1.386294361,1.4425,0.129687123,4.25,0.433012702,1.15208E+11,35.44545399,BCC,SS
Ag5Cd8,2 ,Ag Cd,5 8,1.520692308,0.039350514,840.6469231,311.7081415,-1.893491124,0.051817021,0.666278442,1.782307692,0.116761021,11.61538462,0.486504255,64307692308,28.21724681,IM,IM
Mg60Cu29Y10Si,4 ,Mg Cu Y Si,60 29 10 1,1.5230,0.1141,1144.3233,297.33,-7.2164,4.0457,0.9418,1.4780,0.2775,4.7300,4.0221,"72,700,000,000",43.3798,AM,AM
AlTiVYZr,5,Al Ti V Y Zr,1 1 1 1 1,1.523,0.109513125,1796.894,452.7650615,-14.88,13.56092032,1.609437912,1.466,0.162554606,3.8,0.748331477,91566666667,40.62533419,AM+IM,AM+IM
AgZr,2 ,Ag Zr,1 1,1.524,0.05183727,1681.465,446.535,-20,0,0.693147181,1.63,0.3,7.5,3.5,85416666667,14.58333333,IM,IM
Mg54Cu26.5Ag8.5Gd11,4 ,Mg Cu Ag Gd,54 26.5 8.5 11,1.524145,0.110196544,1137.6581,246.2450614,-8.4484,4.059060387,1.137001343,1.50695,0.295740084,5.26,4.222842644,74080000000,42.5263871,AM,AM
CuDy,2 ,Cu Dy,1 1,1.5260,0.1625,1521.385,163.62,-22.0000,0.0000,0.6931,1.5600,0.3400,7.0000,4.0000,"90,500,000,000",49.5000,IM,IM
CaAl2Zn2,3 ,Ca Al Zn,1 2 2,1.526,0.14784248,873.46,161.8065441,-12.8,6.43341278,1.054920168,1.504,0.252634123,6.4,4.586937976,61800000000,22.56014184,IM,IM
Al4In3Sn3,3 ,Al In Sn,4 3 3,1.5268,0.052932165,653.837,230.1758772,5.28,1.749477636,1.088899975,1.766,0.145203306,3.3,0.458257569,57799000000,17.66754847,IM,IM
Al3Zr4,2 ,Al Zr,3 4,1.529714286,0.055319516,1616.058571,591.1390432,-43.10204082,0.444374551,0.682908105,1.45,0.138564065,3.571428571,0.494871659,73047619048,2.556836906,IM,IM
AuSn,2 ,Au Sn,1 1,1.531,0.05813194,921.205,416.125,-10,0,0.693147181,2.25,0.29,7.5,3.5,1.39E+11,81,IM,IM
Al12Mg17,2 ,Al Mg,12 17,1.531068966,0.054363704,927.3324138,5.156603838,-1.940546968,0.02928135,0.678209394,1.434137931,0.147753692,2.413793103,0.492512305,57827586207,15.26788147,IM,IM
ZrTi,2 ,Zr Ti,50 50,1.5325,0.046003263,2034.5,93.5,0,0,0.693147181,1.435,0.105,4,0,90416666667,19.58333333,AM,AM
Bi2Mg3,2 ,Bi Mg,2 3,1.5326,0.054660413,771.68,185.3283939,-9.6,0.195959179,0.673011667,1.594,0.347827543,3.2,1.469693846,39400000000,6.85857128,IM,IM
Zr70Pd30,2 ,Zr Pd,70 30,1.5346,0.068084664,2038.015,137.454358,-76.44,6.672230212,0.610864302,1.591,0.398684085,5.8,2.749545417,1.03583E+11,50.02645134,AM,AM
Al2Zr3,2 ,Al Zr,2 3,1.5346,0.054589176,1650.188,585.1977965,-42.24,0.862220389,0.673011667,1.442,0.137171426,3.6,0.489897949,72900000000,2.531139401,IM,IM
Mg65Ni20Nd15,3 ,Mg Ni Nd,65 20 15,1.5359,0.0948,1139.65,321.42,-8.0200,4.1222,0.8865,1.4045,0.2596,3.7500,3.1444,"70,050,000,000",55.1620,AM,AM
AlNd,2 ,Al Nd,1 1,1.5360,0.0677,1113.735,180.27,-38.0000,0.0000,0.6931,1.3750,0.2350,3.0000,0.0000,"54,000,000,000",22.0000,IM,IM
Mg65Cu20Ni5Gd10,4 ,Mg Cu Ni Gd,65 20 5 10,1.53865,0.107344199,1116.504,276.9825673,-5.86,3.243353974,0.981941601,1.447,0.264690385,4.3,3.769615365,70050000000,45.756393,AM,AM
Mg65Cu25Gd10,3 ,Mg Cu Gd,65 25 10,1.54025,0.105473258,1097.9925,246.1519108,-5.71,2.798747086,0.856840995,1.4465,0.263823331,4.35,3.850649296,68050000000,41.59143542,AM,AM
Mg65Cu25Y10,3 ,Mg Cu Y,65 25 10,1.54035,0.10557074,1119.2925,292.3407133,-5.71,2.798747086,0.856840995,1.4485,0.262016698,4.35,3.850649296,68350000000,41.38390388,AM,AM
Al4Ca,2 ,Al Ca,4 1,1.5408,0.141225337,969.776,72.612,-12.8,2.88,0.500402424,1.488,0.244,2.8,0.4,64200000000,23.6,IM,IM
AuCdSn,3 ,Au Cd Sn,1 1 1,1.543333333,0.048422536,812.21,373.0949349,-9.333333333,3.168128318,1.098612289,2.063333333,0.354620298,9,3.559026084,1.06667E+11,80.40453276,IM,IM
Au2Pb,2 ,Au Pb,2 1,1.544666667,0.093996068,1091.756667,347.2931386,1.777777778,0.10475656,0.636514168,2.47,0.098994949,8.666666667,3.299831646,1.62E+11,82.02438662,IM,IM
Mg75Ni15Nd10,3 ,Mg Ni Nd,75 15 10,1.5517,0.0831,1080.85,293.34,-5.4000,3.0537,0.7306,1.3830,0.2271,3.3000,2.8302,"63,950,000,000",48.9035,AM,AM
Cd5Li4Mg,3 ,Cd Li Mg,5 4 1,1.5517,0.018269005,570.886,134.7762058,-11.6,2.709686329,0.943348392,1.368,0.335255127,6.6,5.407402334,29900000000,15.45606677,IM,IM
Mg65Cu15Zn10Y10,4 ,Mg Cu Zn Y,65 15 10 10,1.55205,0.094555407,1052.7835,305.8632314,-6.27,3.464426468,1.025093912,1.4235,0.227382387,4.45,4.030818775,61350000000,33.91942659,AM,AM
Mg65Cu7.5Ni7.5Zn5Ag5Y10,6 ,Mg Cu Ni Zn Ag Y,65 7.5 7.5 5 5 10,1.5522,0.0961,1107.66325,336.06,-7.3500,4.0437,1.1984,1.4383,0.2499,4.3250,3.8235,"65,850,000,000",42.3453,AM,AM
Mg65Cu15Ag5Pd5Gd10,5 ,Mg Cu Ag Pd Gd,65 15 5 5 10,1.55345,0.093637487,1115.3645,284.8286036,-13.24,8.15576802,1.09440863,1.463,0.298062074,4.3,3.769615365,68050000000,43.47237629,AM,AM
Mg70Ni15Nd15,3 ,Mg Ni Nd,70 15 15,1.5536,0.083639826,1099.4,294.504567,-6.9,3.601989034,0.818808456,1.3745,0.232754699,3.35,2.815581645,63300000000,49.23626712,AM,AM
Mg65Cu15Ag10Y10,4 ,Mg Cu Ag Y,65 15 10 10,1.5571,0.0913,1107.0085,284.54,-7.6900,3.4203,1.0251,1.4515,0.2673,4.3500,3.8506,"64,350,000,000",35.8250,AM,AM
Al2Sm,2 ,Al Sm,2 1,1.558,0.114371572,1070.696667,194.0678131,-33.77777778,1.990374643,0.636514168,1.463333333,0.207417989,3,0,63333333333,17.91337179,IM,IM
AuSn2,2 ,Au Sn,1 2,1.5607,0.0538,782.4966667,392.33,-8.8889,0.5238,0.6365,2.1533,0.2734,6.3333,3.2998,"112,000,000,000",76.3675,IM,IM
AgMg3,2 ,Ag Mg,1 3,1.562,0.043245827,1000.9825,135.0696521,-7.5,1.082531755,0.562335145,1.465,0.268467875,4.25,3.897114317,58750000000,23.8156986,IM,IM
Al2Ce,2 ,Al Ce,2 1,1.563,0.118529736,979.3133333,64.83226374,-33.77777778,1.990374643,0.636514168,1.446666667,0.230988215,3,0,58000000000,25.45584412,IM,IM
SbY,2 ,Sb Y,1 1,1.5660,0.1507,1351.39,447.61,-68.0000,0.0000,0.6931,1.6350,0.4150,4.0000,1.0000,"41,500,000,000",0.5000,IM,IM
Mg6Pd,2 ,Mg Pd,6 1,1.568714286,0.050412957,1052.292857,316.7015274,-19.59183673,7.141369512,0.410116318,1.437142857,0.311435124,3.142857143,2.799416849,64285714286,47.24015933,IM,IM
Mg80Ni10Nd10,3 ,Mg Ni Nd,80 10 10,1.5694,0.0691,1040.6,254.43,-4.4000,2.6022,0.6390,1.3530,0.1925,2.9000,2.3854,"57,200,000,000",41.1164,AM,AM
Gd36Al24Co20Nd20,4 ,Gd Al Co Nd,36 24 20 20,1.57024,0.135264301,1407.3928,306.5419455,-27.5584,12.9397767,1.354077539,1.4224,0.289969378,4.2,2.4,74320000000,55.38427214,AM,AM
Y36Sc20Al24Co20,4 ,Y Sc Al Co,36 20 24 20,1.5708,0.13550695,1588.0728,368.158987,-34.9248,10.92538855,1.354077539,1.4736,0.251457829,4.2,2.4,80400000000,51.54648388,AM,AM
Cd3Mg,2 ,Cd Mg,3 1,1.57625,0.009065452,676.415,142.3659161,-4.5,0.649519053,0.562335145,1.595,0.164544827,9.5,4.330127019,42750000000,1.299038106,IM,IM
Al2La,2 ,Al La,2 1,1.5810,0.1333,1019.98,122.34,-33.7778,1.9904,0.6365,1.4400,0.2404,3.0000,0.0000,"60,000,000,000",22.6274,IM,IM
